8.68;1587974369;17.55;807.4
8.68;1587974369;17.77;807.4
8.68;1587974670;17.14;807.5
8.68;1587974972;16.75;807.4
8.68;1587975273;18.7;807.6
8.68;1587975575;18.32;807.6
8.68;1587975876;17.96;807.6
8.68;1587976177;17.90;807.8
8.68;1587976479;17.98;807.7
8.68;1587976780;18.5;808.0
8.68;1587977082;18.11;807.8
8.68;1587977383;17.91;807.7
8.68;1587977685;17.84;808.0
8.68;1587977986;18.7;808.0
8.68;1587978288;17.84;807.9
8.69;1587978589;17.64;808.4
8.68;1587978891;18.6;808.5
8.68;1587979192;18.8;808.3
8.68;1587979494;18.15;808.4
8.68;1587979795;18.32;808.3
8.68;1587980097;18.41;808.4
8.68;1587980398;18.81;808.4
8.69;1587980700;19.12;808.5
8.69;1587981001;18.91;808.5
8.68;1587981303;18.77;808.7
8.68;1587981604;18.30;808.7
8.68;1587981906;18.21;808.8
8.69;1587982207;18.28;808.8
8.68;1587982509;17.87;809.0
8.68;1587982810;17.56;809.2
8.68;1587983112;17.55;809.1
8.68;1587983413;17.21;809.5
8.68;1587983715;17.26;809.5
8.68;1587984016;17.26;809.6
8.68;1587984317;17.37;809.7
8.68;1587984619;17.69;809.5
8.68;1587984920;17.76;809.7
8.68;1587985222;17.63;809.6
8.68;1587985524;17.79;809.8
8.69;1587985825;17.99;809.8
8.68;1587986126;17.77;809.6
8.68;1587986428;17.80;809.8
8.68;1587986729;18.9;809.8
8.68;1587987031;18.35;809.9
8.68;1587987332;18.43;809.9
8.68;1587987634;18.52;810.0
8.68;1587987935;18.48;809.9
8.68;1587988237;18.23;810.1
8.68;1587988538;18.9;810.2
8.68;1587988840;18.16;810.7
8.69;1587989141;18.9;810.7
8.69;1587989965;18.26;810.7
8.69;1587990267;17.89;810.5
8.68;1587990566;17.74;810.4
8.68;1587990870;17.63;810.5
8.69;1587991171;17.66;810.6
8.69;1587991474;17.90;810.5
8.69;1587991774;18.16;810.4
8.69;1587992076;18.20;810.6
8.69;1587992377;18.31;810.8
8.69;1587992678;18.31;810.7
8.69;1587992980;18.54;810.5
8.69;1587993281;18.51;810.6
8.69;1587993583;18.41;810.6
8.69;1587993884;18.65;810.8
8.69;1587994186;18.23;810.6
8.69;1587994487;17.92;810.7
8.69;1587994789;18.17;810.5
8.69;1587995090;18.30;810.6
8.69;1587995392;18.5;810.5
8.69;1587995693;18.23;810.5
8.69;1587995995;18.26;810.6
8.69;1587996296;18.36;810.8
8.69;1587996598;18.70;810.7
8.69;1587996899;18.58;810.6
8.70;1587997201;18.58;810.8
8.69;1587997502;18.76;810.8
8.69;1587997804;18.32;810.7
8.70;1587998105;17.76;810.8
8.69;1587998407;17.21;810.9
8.70;1587998708;16.87;810.9
8.69;1587999010;16.17;810.9
8.69;1587999311;15.74;811.0
8.69;1587999613;15.16;811.1
8.69;1587999914;14.44;811.1
8.70;1588000216;14.15;811.3
8.70;1588000517;13.61;811.1
8.70;1588000818;13.55;811.2
8.70;1588001120;13.58;811.2
8.69;1588001421;13.66;811.2
8.70;1588001723;13.11;811.1
8.70;1588002024;12.80;811.1
8.70;1588002326;12.60;811.3
8.70;1588002627;12.35;811.4
8.70;1588002929;11.96;811.3
8.70;1588003230;11.71;811.3
8.70;1588003532;11.21;811.3
8.70;1588003833;10.65;811.2
8.70;1588004135;10.38;811.3
8.70;1588004436;10.4;811.3
8.70;1588004738;10.15;812.3
8.70;1588005040;10.5;812.4
8.70;1588005341;9.90;812.5
8.70;1588005642;9.50;812.7
8.70;1588005944;9.81;812.6
8.70;1588006245;10.14;812.8
8.70;1588006547;9.94;813.0
8.71;1588006848;9.96;813.4
8.71;1588007150;10.6;813.5
8.71;1588007451;9.90;813.3
8.71;1588007753;9.87;813.4
8.71;1588008054;9.94;813.6
8.71;1588008356;10.20;813.6
8.71;1588008657;10.18;813.6
8.70;1588008959;9.95;813.5
8.71;1588009260;9.82;813.4
8.71;1588009562;10.13;813.4
8.70;1588009863;9.92;813.4
8.70;1588010165;9.85;813.4
8.70;1588010466;9.95;813.4
8.70;1588010768;9.90;813.5
8.71;1588011069;9.74;813.4
8.70;1588011371;9.71;813.5
8.70;1588011672;9.61;813.5
8.71;1588011973;9.79;813.6
8.71;1588012275;10.00;813.7
8.70;1588012576;9.89;813.7
8.70;1588012878;10.13;813.6
8.70;1588013180;10.10;813.4
8.70;1588013481;9.97;813.5
8.70;1588013782;10.3;813.7
8.70;1588014084;9.99;813.5
8.70;1588014385;9.88;813.6
8.70;1588014687;9.88;813.7
8.70;1588014988;9.65;813.7
8.71;1588015290;9.26;813.8
8.71;1588015591;9.19;813.9
8.71;1588015893;8.84;813.8
8.71;1588016194;8.59;813.5
8.70;1588016496;8.58;813.7
8.70;1588016797;8.57;813.7
8.70;1588017099;8.64;813.9
8.70;1588017400;8.56;814.0
8.70;1588017702;8.50;814.0
8.70;1588018003;8.50;814.0
8.70;1588018305;8.65;813.9
8.70;1588018606;8.57;814.2
8.70;1588018908;8.59;814.2
8.70;1588019209;8.72;811.2
8.70;1588019511;8.53;811.3
8.70;1588019812;9.87;811.2
8.70;1588020113;9.94;811.4
8.70;1588020415;10.20;811.3
8.70;1588020716;10.18;811.4
8.70;1588021018;9.95;811.3
8.70;1588021320;9.82;811.3
8.71;1588021621;10.13;811.4
8.71;1588021922;9.92;811.4
8.71;1588022224;9.85;811.6
8.71;1588022526;9.95;811.8
8.71;1588022827;9.90;812.0
8.71;1588023128;8.49;814.3
8.71;1588023430;8.51;814.3
8.71;1588023731;8.55;814.2
8.71;1588024033;8.43;813.9
8.71;1588024334;8.48;814.0
8.71;1588024636;8.47;814.0
8.70;1588024937;8.67;814.0
8.70;1588025239;8.60;814.2
8.71;1588025540;8.78;814.3
8.71;1588025842;8.81;814.1
8.71;1588026143;8.75;814.2
8.71;1588026445;8.93;814.1
8.71;1588026746;8.82;814.1
8.71;1588027048;8.93;814.2
8.71;1588027349;8.85;814.1
8.71;1588027651;8.72;814.0
8.71;1588027952;8.54;814.1
8.71;1588028254;8.77;814.0
8.71;1588028555;8.84;813.9
8.71;1588028856;8.63;814.1
8.71;1588029158;8.48;814.1
8.71;1588029460;8.32;814.2
8.71;1588029761;8.40;814.2
8.71;1588030062;8.45;814.2
8.71;1588030364;8.50;814.1
8.71;1588030665;8.52;814.1
8.71;1588030967;8.68;814.1
8.71;1588031268;8.83;814.2
8.71;1588031570;8.90;814.3
8.71;1588031871;9.29;814.5
8.71;1588032173;9.60;814.2
8.70;1588032474;9.99;814.1
8.71;1588032776;10.24;814.2
8.71;1588033077;10.53;814.1
8.71;1588033379;10.65;813.9
8.71;1588033680;11.5;814.1
8.71;1588033982;11.14;814.1
8.70;1588034283;11.13;814.3
8.70;1588034585;11.25;814.3
8.71;1588034886;11.20;814.4
8.71;1588035188;11.21;814.3
8.71;1588035489;11.8;814.5
8.71;1588035791;11.00;814.4
8.71;1588036092;10.87;814.5
8.70;1588036394;10.97;814.4
8.70;1588036695;10.86;814.4
8.71;1588036996;10.96;814.6
8.71;1588037298;10.99;814.6
8.70;1588037600;10.93;814.7
8.70;1588037901;11.7;814.8
8.70;1588038203;11.8;814.6
8.70;1588038504;11.60;814.7
8.71;1588038805;11.99;814.7
8.71;1588039107;12.26;814.9
8.71;1588039408;12.49;814.7
8.71;1588039710;12.73;815.0
8.71;1588040011;13.2;814.8
8.72;1588040313;13.28;814.8
7.80;1588040614;13.51;814.7
7.80;1588040916;13.72;814.7
7.80;1588041217;14.19;814.8
7.80;1588041519;14.1;814.9
7.82;1588041820;13.84;814.8
7.81;1588042122;14.10;814.8
7.81;1588042423;14.23;815.1
7.82;1588042725;14.29;814.8
7.81;1588043026;14.19;814.9
7.82;1588043328;14.14;814.9
7.81;1588043629;14.4;814.8
7.81;1588043931;14.23;815.0
7.81;1588044232;14.1;815.1
7.81;1588044534;13.88;815.2
7.81;1588044835;14.5;815.3
7.81;1588045137;13.75;815.2
7.82;1588045438;13.78;815.2
7.80;1588045740;14.36;815.1
7.80;1588046041;14.78;815.4
7.80;1588046343;15.2;815.3
7.81;1588046644;15.61;815.2
7.81;1588046945;15.63;815.3
7.82;1588047247;16.00;815.2
7.82;1588047548;16.67;815.2
7.81;1588047850;17.18;815.3
7.80;1588048151;17.98;815.3
7.81;1588048453;18.7;815.0
7.80;1588048754;17.80;815.4
7.80;1588049056;17.92;815.4
7.80;1588049357;17.96;815.3
7.81;1588049659;18.5;815.4
7.80;1588049960;18.4;815.4
7.81;1588050262;18.28;815.8
7.80;1588050563;18.39;815.5
7.80;1588050865;18.49;815.3
7.82;1588051166;18.29;815.6
7.81;1588051468;18.30;815.8
7.80;1588051769;18.47;815.9
7.80;1588052071;10.66;815.8
7.80;1588052372;9.35;815.8
7.81;1588052674;8.99;816.0
7.81;1588052975;9.35;816.2
7.82;1588053277;9.44;816.2
7.81;1588053578;9.59;816.2
7.82;1588053880;9.77;816.3
7.80;1588054181;9.72;816.6
7.80;1588054483;9.93;816.4
7.83;1588054784;9.76;816.6
7.81;1588055086;9.78;816.8
7.82;1588055387;9.91;817.1
7.83;1588055688;9.64;817.0
7.83;1588055990;9.39;816.8
7.83;1588056292;09.12;817.0
7.82;1588056593;8.99;817.2
7.82;1588056895;8.96;817.2
7.81;1588057196;8.82;817.3
7.82;1588057498;8.61;817.2
7.81;1588057799;8.58;817.3
7.81;1588058101;8.48;817.5
7.80;1588058402;8.25;817.4
7.80;1588058703;8.24;817.4
7.80;1588059005;8.28;817.6
7.80;1588059307;8.28;817.7
7.80;1588059608;08.12;817.8
7.80;1588059910;08.5;818.0
7.80;1588060211;7.89;818.1
7.81;1588060512;7.97;818.3
7.81;1588060814;8.27;818.6
7.82;1588061364;8.66;818.6
7.81;1588061666;09.10;818.5
7.81;1588061967;9.39;818.5
7.81;1588062514;10.8;818.7
7.82;1588062815;10.36;818.6
7.83;1588063117;11.4;818.6
7.82;1588063418;11.72;818.5
7.84;1588063720;12.24;818.5
7.83;1588064021;12.45;818.5
7.83;1588064323;12.90;818.4
7.82;1588064624;13.4;818.4
7.83;1588064925;13.24;818.7
7.84;1588065227;13.56;818.7
7.84;1588065528;14.7;818.9
7.84;1588065830;14.71;818.9
7.83;1588066131;13.86;818.9
7.82;1588066433;13.88;818.8
7.82;1588066734;13.79;818.8
7.86;1588067036;13.80;818.7
7.83;1588067337;13.75;818.9
7.84;1588067639;13.75;819.0
7.84;1588067940;13.69;818.8
7.84;1588068242;13.71;819.1
7.86;1588068543;13.66;819.1
7.84;1588068845;13.63;819.2
7.86;1588069146;13.48;819.2
7.84;1588069448;13.44;818.9
7.84;1588069749;13.46;819.0
7.87;1588070051;13.29;819.0
7.85;1588070352;13.25;819.0
7.86;1588070654;13.22;819.0
7.86;1588070955;13.13;819.1
7.86;1588071257;13.8;819.2
7.86;1588071558;12.96;819.4
7.86;1588071860;12.96;819.7
7.85;1588072161;12.93;819.8
7.84;1588072463;12.86;819.7
7.85;1588072764;12.85;819.5
7.85;1588073065;12.91;819.5
7.87;1588073367;12.83;819.7
7.87;1588073668;12.81;819.8
7.88;1588073970;12.91;819.9
7.88;1588074271;12.95;820.1
7.87;1588074573;13.9;820.1
7.87;1588074874;13.17;820.3
7.89;1588075176;13.18;820.2
7.89;1588075477;13.19;820.3
7.90;1588075779;13.31;820.4
7.89;1588076080;13.31;820.5
7.90;1588076382;12.80;820.3
7.90;1588076683;12.96;820.5
7.90;1588076985;12.96;820.4
7.90;1588077286;12.91;820.6
7.89;1588077588;12.83;820.6
7.93;1588077889;12.76;820.5
7.92;1588078191;12.70;820.6
7.94;1588078492;12.70;820.8
7.93;1588078794;12.66;820.7
7.92;1588079095;12.52;820.7
7.90;1588079397;12.31;820.8
7.91;1588079698;11.81;820.6
7.91;1588080000;11.46;820.8
7.90;1588080301;11.8;820.8
7.93;1588080603;10.72;820.9
7.90;1588080904;10.53;821.2
7.92;1588081206;10.29;821.3
7.91;1588081507;10.2;821.4
7.93;1588081809;9.84;821.4
7.94;1588082110;9.83;821.3
7.94;1588082412;01.9;821.4
7.99;1588082713;9.65;821.5
7.99;1588083015;9.74;821.6
7.98;1588083316;9.88;821.5
